Estacion;fecha;TMax;TMed;TMin;TsMax;TsMed;TsMin;HrMax;Hrmed;HrMin;PAc;RgAc;VVMax;VVMed
502;01/01/2005;14.3;10.0;7.6;9.8;8.6;7.5;82;71;55;0.0;8.460;32.9;18.4
502;02/01/2005;13.4;9.4;6.2;9.8;8.4;7.5;85;73;62;0.0;5.450;37.3;14.2
502;03/01/2005;11.1;7.2;1.7;9.0;7.6;6.2;87;70;49;0.0;8.570;34.4;14.5
502;04/01/2005;6.6;1.7;-1.9;7.1;5.5;4.1;97;89;75;0.0;6.320;11.3;3.3
502;05/01/2005;8.6;2.2;-2.9;6.4;4.6;3.1;95;84;57;0.2;8.380;15.4;4.1
502;06/01/2005;14.6;8.0;0.6;8.3;6.0;4.0;93;77;59;0.0;7.350;25.0;7.7
502;07/01/2005;5.6;0.9;-1.2;6.1;5.4;4.8;98;96;84;0.4;2.380;11.2;3.4
502;08/01/2005;4.2;1.4;-0.5;6.4;5.2;4.5;99;95;83;0.2;4.340;17.4;5.0
502;09/01/2005;1.1;-0.2;-1.5;4.8;4.5;4.0;99;98;95;0.2;1.490;11.9;4.4
502;10/01/2005;-1.0;-1.9;-2.9;4.0;3.6;3.2;98;96;91;0.0;1.520;13.5;5.1
502;11/01/2005;-0.3;-1.8;-3.5;4.0;3.3;2.7;98;96;91;0.0;2.800;12.1;4.3
502;12/01/2005;8.0;0.4;-3.5;5.0;3.7;2.7;98;95;81;0.0;4.610;22.4;4.1
502;13/01/2005;8.8;4.3;0.6;5.9;5.0;4.0;98;93;77;0.2;3.830;27.1;5.7
502;14/01/2005;2.8;1.6;0.1;5.9;5.2;4.6;100;99;98;0.4;2.520;13.0;3.3
502;15/01/2005;2.5;1.5;0.7;5.1;4.8;4.4;100;100;100;0.2;1.700;15.5;6.2
502;16/01/2005;3.0;2.3;1.6;5.4;5.0;4.6;100;98;94;0.2;1.280;10.6;3.5
502;17/01/2005;2.3;1.3;0.0;5.6;4.9;4.3;99;96;90;0.0;2.410;11.6;3.3
502;18/01/2005;11.2;3.7;-1.4;6.5;5.1;3.7;100;87;55;2.4;7.010;58.6;13.9
502;19/01/2005;12.7;8.8;4.9;7.9;6.2;4.8;81;73;65;0.6;6.920;62.1;31.6
502;20/01/2005;15.2;11.6;8.3;10.2;8.4;7.5;81;70;59;0.0;7.040;47.0;19.8
502;21/01/2005;12.5;9.3;7.1;9.4;7.9;6.7;83;71;57;0.0;9.370;39.8;17.6
502;22/01/2005;12.3;9.7;7.6;9.4;8.0;7.1;73;64;52;0.0;6.320;37.2;19.3
502;23/01/2005;12.6;9.3;4.6;9.8;8.2;6.6;77;67;55;0.0;10.100;35.5;15.4
502;24/01/2005;8.2;3.1;-0.9;8.3;6.2;4.6;97;70;43;0.0;5.520;50.0;22.3
502;25/01/2005;2.8;-0.3;-2.5;4.7;4.2;3.7;98;81;62;1.6;8.780;39.6;16.7
502;26/01/2005;-0.9;-2.6;-5.7;3.7;3.1;2.1;92;76;58;0.0;7.970;39.1;17.1
502;27/01/2005;1.2;-1.0;-3.5;2.6;1.8;1.1;81;62;43;0.2;11.000;57.5;25.6
502;28/01/2005;6.7;2.7;-1.5;3.2;1.8;0.8;80;69;58;0.0;6.480;44.0;22.1
502;29/01/2005;7.6;4.6;1.3;5.4;3.8;2.9;88;69;47;1.2;7.540;46.2;21.6
502;30/01/2005;5.6;2.6;0.3;4.2;2.9;1.8;68;53;30;0.0;11.690;57.8;27.1
502;31/01/2005;9.4;5.4;2.8;5.5;3.6;2.3;75;61;44;0.0;9.820;57.3;25.5
502;01/02/2005;8.7;6.9;4.6;5.7;4.7;3.8;78;70;65;0.0;2.830;49.0;25.0
502;02/02/2005;9.7;6.8;3.7;7.1;5.5;4.6;74;59;40;0.0;11.530;50.6;25.5
502;03/02/2005;10.2;6.3;3.8;7.3;5.2;3.7;71;62;49;0.0;11.920;44.6;24.6
502;04/02/2005;7.6;3.6;-1.3;7.0;4.9;3.2;84;67;50;0.0;8.780;26.4;8.7
502;05/02/2005;6.0;1.0;-4.0;5.8;3.8;1.9;92;80;61;0.0;7.470;15.0;3.7
502;06/02/2005;9.6;4.9;0.9;6.4;5.0;3.8;94;84;67;1.4;4.620;26.2;7.4
502;07/02/2005;9.7;6.0;4.1;7.0;5.9;5.2;92;81;64;0.6;4.870;25.4;8.8
502;08/02/2005;10.0;6.0;3.2;8.4;6.5;5.5;90;82;65;0.0;6.710;16.8;5.3
502;09/02/2005;11.1;4.7;-1.1;9.1;6.0;3.5;94;77;54;0.0;11.710;14.6;5.1
502;10/02/2005;14.8;6.6;-0.9;9.4;6.1;3.4;88;59;23;0.0;12.860;26.4;7.3
502;11/02/2005;16.5;8.7;0.3;9.2;6.5;3.8;80;52;22;0.0;11.980;35.3;8.3
502;12/02/2005;14.9;10.3;4.4;9.6;7.7;6.0;78;55;39;0.0;8.050;30.3;8.4
502;13/02/2005;13.8;10.4;4.6;10.3;8.5;7.5;83;63;44;1.0;9.570;60.0;26.1
502;14/02/2005;8.5;5.2;2.2;7.8;6.6;5.6;87;71;53;1.4;8.720;59.0;26.6
502;15/02/2005;6.1;3.2;0.2;6.4;5.4;4.1;94;75;56;1.4;5.960;51.8;21.1
502;16/02/2005;5.4;2.4;-0.1;5.1;3.9;2.7;78;67;51;0.0;7.450;49.6;23.6
502;17/02/2005;5.8;2.4;0.7;6.2;4.1;3.1;77;61;45;0.0;11.620;49.2;23.7
502;18/02/2005;7.5;3.5;0.3;6.4;3.9;2.2;72;62;43;0.0;12.230;49.4;25.2
502;19/02/2005;10.1;6.7;4.0;7.4;5.3;3.8;75;67;58;0.0;8.640;56.3;27.2
502;20/02/2005;8.9;4.8;0.3;7.7;5.7;4.7;93;75;51;2.6;8.000;45.6;22.4
502;21/02/2005;4.3;0.9;-2.0;6.0;4.2;2.7;93;73;51;0.0;11.720;33.3;12.0
502;22/02/2005;1.9;-0.5;-2.7;3.0;2.5;1.8;97;86;64;0.2;2.940;35.0;10.4
502;23/02/2005;5.8;0.1;-5.2;6.6;3.1;0.8;91;73;41;0.8;15.200;16.7;5.0
502;24/02/2005;7.4;2.4;-1.9;8.4;4.8;2.6;88;68;37;0.0;14.380;32.7;6.7
502;25/02/2005;7.8;1.2;-4.1;8.0;4.2;1.5;86;64;34;0.0;15.140;15.0;5.4
502;26/02/2005;8.6;2.5;-3.2;8.5;4.9;2.1;84;62;36;0.0;13.980;22.7;5.3
502;27/02/2005;7.7;2.2;-3.2;6.9;4.2;1.9;81;62;34;0.0;13.360;39.8;13.9
502;28/02/2005;0.1;-2.4;-5.2;4.5;2.5;0.8;64;43;23;0.0;17.580;57.6;22.4
502;01/03/2005;6.2;-0.9;-6.7;5.6;2.1;-0.1;69;45;24;0.0;16.930;27.3;10.3
502;02/03/2005;10.3;0.9;-7.8;7.0;3.0;0.1;82;56;30;0.0;16.170;18.6;5.8
