Estacion;fecha;TMax;TMed;TMin;TsMax;TsMed;TsMin;HrMax;Hrmed;HrMin;PAc;RgAc;VVMax;VVMed
518;14/10/2008;23.0;17.7;13.7;22.3;17.7;14.8;90;77;57;0.0;12.888;15.4;4.3
518;15/10/2008;24.4;17.4;12.5;23.0;18.0;14.4;97;74;42;0.0;13.055;11.5;3.4
518;16/10/2008;21.1;16.4;11.9;20.2;17.0;14.2;90;71;52;0.0;10.137;24.2;4.8
518;17/10/2008;19.3;15.3;12.0;19.1;16.4;14.3;92;79;62;0.0;6.196;9.7;2.6
518;18/10/2008;19.1;14.6;10.5;19.7;16.6;14.5;97;77;51;1.4;10.076;13.5;3.5
518;19/10/2008;16.8;13.2;9.6;16.9;14.9;13.5;94;82;72;0.0;6.711;25.3;6.0
518;20/10/2008;19.7;15.4;11.8;18.8;15.7;13.3;99;86;67;0.0;10.672;24.6;7.8
518;21/10/2008;18.9;13.7;10.1;19.2;15.9;14.0;100;92;74;4.0;6.797;22.4;5.6
518;22/10/2008;10.7;8.6;6.4;14.0;12.0;9.2;97;77;55;2.4;5.750;29.9;12.4
518;23/10/2008;13.6;8.3;4.7;14.7;10.3;7.6;79;63;35;0.0;14.836;32.1;10.3
518;24/10/2008;15.3;9.2;2.5;16.1;10.5;6.3;89;63;33;0.0;14.201;12.5;4.2
518;25/10/2008;19.1;12.1;6.4;16.4;11.6;8.1;74;57;26;0.0;13.925;26.7;9.1
518;26/10/2008;21.3;12.8;6.5;18.2;12.7;8.6;88;61;33;0.0;13.697;15.4;4.0
518;27/10/2008;18.2;11.6;6.3;17.1;12.4;8.9;98;73;37;12.9;9.806;28.4;5.4
518;28/10/2008;10.4;7.2;4.7;12.4;10.3;7.9;98;84;65;3.6;3.746;29.4;12.1
518;29/10/2008;7.2;4.6;3.0;9.8;7.7;6.0;92;82;68;1.0;6.809;41.0;14.5
518;30/10/2008;;;;;;;99;88;67;2.8;5.822;18.9;4.2
518;31/10/2008;9.0;6.9;5.0;9.2;8.6;8.0;100;99;80;10.1;1.557;28.5;6.1
518;01/11/2008;12.3;8.1;4.6;13.1;9.7;6.7;97;79;60;0.0;10.144;14.4;4.0
518;02/11/2008;7.4;5.6;2.2;8.9;7.4;6.3;97;89;75;46.5;0.819;40.4;14.2
518;03/11/2008;8.4;6.7;4.9;10.2;8.3;6.6;99;93;74;1.6;4.737;17.7;4.1
518;04/11/2008;11.3;6.6;3.1;13.3;9.2;7.1;100;86;63;0.2;9.532;17.0;4.4
518;05/11/2008;12.1;8.9;6.2;11.6;8.7;6.3;91;77;66;1.0;8.231;36.4;13.6
518;06/11/2008;13.1;9.8;5.6;12.8;9.7;7.9;83;72;55;0.0;8.535;29.8;9.0
518;07/11/2008;10.9;7.8;4.6;12.1;9.1;6.9;99;87;71;1.8;6.973;15.3;3.6
518;08/11/2008;12.8;8.7;5.3;13.8;10.3;8.0;99;86;68;0.2;9.223;13.8;3.1
518;09/11/2008;13.3;8.5;4.7;13.7;9.6;6.7;94;81;63;0.0;9.736;10.7;3.4
518;10/11/2008;7.9;6.4;4.4;10.9;9.0;7.1;100;97;89;0.0;4.663;11.8;2.8
518;11/11/2008;10.0;8.0;6.4;11.7;9.9;8.6;100;98;89;7.7;3.463;17.8;4.7
518;12/11/2008;10.1;7.5;5.5;10.3;8.9;7.5;98;81;65;0.2;6.180;36.8;11.6
518;13/11/2008;10.1;7.3;5.9;9.8;8.2;7.3;90;81;64;0.2;4.616;31.9;12.2
518;14/11/2008;10.6;8.2;5.6;10.9;8.3;6.2;89;79;61;0.0;9.332;34.6;12.8
518;15/11/2008;12.7;9.6;7.0;12.4;9.3;7.7;90;81;66;0.0;10.441;36.8;15.0
518;16/11/2008;12.8;9.2;6.8;11.8;8.7;6.9;90;81;67;0.0;9.924;37.2;16.8
518;17/11/2008;11.5;8.1;5.9;11.3;8.1;6.6;89;80;68;0.0;9.974;40.0;18.3
518;18/11/2008;10.4;8.6;7.2;9.2;8.1;7.1;93;79;70;0.6;2.592;30.0;12.4
518;19/11/2008;11.8;9.0;7.2;10.4;8.5;7.7;86;78;65;0.0;3.483;32.9;10.3
518;20/11/2008;12.2;8.8;6.4;11.6;8.5;6.6;88;79;68;0.0;7.692;27.9;11.1
518;21/11/2008;13.5;10.4;6.6;11.9;9.1;6.7;90;79;71;0.2;6.810;39.7;15.8
518;22/11/2008;12.0;10.5;7.8;11.9;10.2;9.0;95;83;74;0.0;4.579;38.5;17.6
518;23/11/2008;12.1;9.4;7.8;11.5;9.2;7.8;94;79;63;0.0;4.997;39.0;12.4
518;24/11/2008;9.9;5.6;2.6;8.0;7.0;5.3;96;82;67;9.9;3.980;43.5;17.6
518;25/11/2008;5.5;2.9;0.6;8.1;5.1;3.0;94;77;45;0.0;8.094;28.9;10.6
518;26/11/2008;5.6;2.1;-0.1;5.7;3.1;1.8;78;68;55;0.0;6.914;29.8;11.3
518;27/11/2008;5.2;2.1;-0.3;8.2;4.2;2.4;91;75;55;0.0;7.767;20.2;5.0
518;28/11/2008;6.9;2.7;-0.2;6.8;3.5;1.5;91;72;54;0.0;9.242;34.2;8.1
518;29/11/2008;8.1;4.8;1.2;7.7;4.6;3.2;92;69;44;0.0;6.720;39.4;8.2
518;30/11/2008;5.8;3.1;-0.3;5.1;3.3;1.5;82;67;52;0.0;4.683;15.4;3.4
518;01/12/2008;3.9;1.3;-0.1;3.7;2.3;1.4;99;86;66;5.5;2.424;29.6;10.2
518;02/12/2008;6.0;3.2;1.4;6.2;3.6;2.2;94;79;62;0.0;7.230;39.1;11.3
518;03/12/2008;8.0;4.6;1.9;6.0;4.2;2.7;91;78;67;0.6;3.325;31.8;4.9
518;04/12/2008;7.2;6.1;4.5;7.0;5.6;4.7;94;82;69;0.0;2.724;24.5;5.5
518;05/12/2008;11.2;8.0;3.9;8.6;6.4;4.7;97;80;64;1.8;4.589;23.4;5.1
518;06/12/2008;9.4;7.0;3.7;8.7;6.4;4.3;99;88;70;6.9;3.841;19.1;4.5
518;07/12/2008;9.8;8.0;6.3;9.1;8.0;7.2;100;99;95;0.2;2.210;19.1;4.8
518;08/12/2008;9.2;8.4;7.8;9.0;8.6;8.3;100;99;96;7.7;0.952;20.8;7.1
518;09/12/2008;8.0;5.7;3.7;8.5;7.3;5.5;100;88;70;15.6;2.894;36.5;11.7
518;10/12/2008;4.5;2.2;0.7;5.7;4.9;3.7;96;86;74;2.0;3.365;32.4;11.9
518;11/12/2008;5.6;3.3;0.9;5.6;4.1;2.4;95;83;69;0.2;4.758;35.2;11.1
518;12/12/2008;8.6;5.5;3.3;7.4;4.7;3.1;90;77;63;0.0;8.056;28.4;9.0
518;13/12/2008;6.4;2.2;0.3;4.5;3.5;2.3;99;91;67;5.3;1.455;29.4;5.7
518;14/12/2008;4.6;2.0;0.0;5.1;3.2;1.8;98;83;66;0.6;5.536;30.8;11.0
518;15/12/2008;5.6;3.4;0.9;5.1;3.3;1.5;89;80;67;0.0;6.076;37.3;14.8
518;16/12/2008;8.4;6.4;4.5;6.8;5.1;4.1;91;80;70;0.6;3.622;42.8;19.2
518;17/12/2008;9.1;6.7;3.8;7.1;5.7;4.3;94;81;68;1.8;3.241;41.1;14.7
518;18/12/2008;8.0;6.3;4.8;7.4;6.0;4.6;90;83;75;0.0;4.950;34.9;15.2
518;19/12/2008;10.1;7.6;5.2;8.2;6.3;4.6;87;79;68;0.0;5.720;26.2;10.5
518;20/12/2008;11.5;7.7;5.2;9.4;6.5;4.6;87;78;64;0.0;8.734;31.2;12.0
518;21/12/2008;12.5;6.8;2.5;8.4;5.3;3.3;89;68;49;0.0;8.978;30.7;12.5
518;22/12/2008;11.0;5.2;1.5;8.0;4.2;1.8;86;62;43;0.0;8.751;16.7;4.8
518;23/12/2008;7.1;1.1;-4.6;6.8;3.3;1.4;99;89;70;0.0;8.971;9.6;2.7
518;24/12/2008;-0.6;-3.4;-5.7;4.3;2.4;1.2;99;98;97;0.2;3.438;8.1;1.9
518;25/12/2008;11.4;2.5;-5.1;6.0;2.8;1.0;99;77;36;0.4;9.409;38.2;10.6
518;26/12/2008;4.9;2.2;-0.3;4.5;2.9;1.9;99;84;72;0.8;3.344;31.5;9.2
518;27/12/2008;3.6;0.7;-0.7;2.8;2.3;1.9;100;99;96;11.7;2.254;;
518;28/12/2008;5.8;4.1;2.3;5.1;4.0;2.8;100;100;98;2.8;1.189;28.7;10.9
518;29/12/2008;4.5;3.5;3.0;4.9;4.6;4.3;100;99;94;0.4;0.806;27.3;7.8
518;30/12/2008;6.2;4.8;3.5;5.8;5.2;4.5;100;100;96;1.4;1.303;24.8;7.6
518;31/12/2008;9.9;7.1;5.0;8.0;6.5;5.6;100;93;81;0.0;4.432;32.5;10.9
518;01/01/2009;11.5;7.8;4.1;9.3;7.2;5.4;100;91;81;0.0;5.556;20.2;5.7
518;02/01/2009;12.0;8.3;4.8;10.1;7.8;6.1;96;87;67;0.4;7.374;23.2;6.8
518;03/01/2009;5.0;3.9;2.5;7.0;5.7;4.1;100;95;80;0.0;3.210;20.8;4.7
518;04/01/2009;6.6;3.0;0.0;6.8;4.3;2.5;91;79;59;0.0;9.205;29.1;10.9
518;05/01/2009;5.1;2.2;-0.9;5.3;3.1;1.3;91;81;64;0.0;6.856;31.9;11.2
518;06/01/2009;3.1;1.5;-0.8;3.6;2.8;1.7;98;82;67;0.8;2.086;30.1;10.0
518;07/01/2009;0.0;-1.2;-2.6;1.7;1.1;0.8;95;76;62;0.0;4.373;37.3;14.8
518;08/01/2009;-0.8;-2.1;-4.2;0.8;0.6;0.5;97;83;61;0.0;2.053;44.2;12.2
518;09/01/2009;1.6;-1.7;-4.4;0.6;0.6;0.5;99;90;66;1.0;6.664;20.3;5.8
518;10/01/2009;2.9;0.8;-0.6;1.7;1.1;0.6;99;95;89;3.6;3.560;12.8;3.7
518;11/01/2009;4.3;0.3;-4.1;4.8;1.7;0.6;100;87;72;0.2;9.955;13.5;3.3
518;12/01/2009;0.9;-2.3;-5.8;2.0;0.9;0.5;100;91;72;0.0;7.919;17.6;3.3
518;13/01/2009;5.3;0.2;-3.1;2.6;1.5;0.7;100;95;81;0.6;2.730;30.7;6.0
518;14/01/2009;6.5;3.2;-0.6;6.4;3.0;1.5;90;81;72;0.0;9.696;31.5;11.3
518;15/01/2009;6.2;1.0;-2.6;5.0;2.1;0.8;97;84;65;0.0;7.837;13.1;3.0
518;16/01/2009;5.7;1.5;-1.8;5.8;2.5;0.9;97;87;72;0.0;9.174;13.0;3.1
518;17/01/2009;10.3;3.6;-1.0;6.6;2.9;0.9;97;81;54;0.0;9.825;14.8;4.7
518;18/01/2009;10.0;4.7;0.1;6.9;3.9;1.6;97;83;63;0.0;7.551;15.9;3.6
518;19/01/2009;13.2;6.8;0.7;8.8;5.8;4.1;97;87;68;7.5;6.061;30.5;5.2
518;20/01/2009;6.5;2.3;-0.3;6.3;4.0;2.1;98;80;47;0.2;9.187;32.3;7.0
518;21/01/2009;5.4;2.2;-0.8;5.3;2.7;1.1;86;74;61;0.4;9.453;40.4;9.2
518;22/01/2009;6.4;3.1;0.4;5.2;3.5;1.9;99;92;66;3.2;3.523;15.0;4.2
518;23/01/2009;16.6;11.7;5.6;9.3;6.8;4.4;98;79;47;3.2;4.411;53.5;7.4
518;24/01/2009;14.5;7.6;3.2;7.7;5.9;3.6;80;58;30;0.0;9.265;67.5;24.5
518;25/01/2009;9.4;4.1;-0.6;7.4;4.2;2.1;92;73;45;0.0;6.777;35.2;6.7
518;26/01/2009;5.7;3.1;0.2;5.5;3.4;1.6;93;81;65;3.2;7.121;53.7;17.1
518;27/01/2009;7.7;5.5;2.5;5.7;4.5;3.8;98;87;74;16.0;1.714;35.9;13.7
518;28/01/2009;12.7;8.7;5.4;10.5;6.8;4.1;95;87;75;5.0;8.164;32.2;9.1
518;29/01/2009;14.7;10.2;6.8;11.0;8.5;6.8;100;89;72;2.0;7.512;27.9;4.6
518;30/01/2009;13.0;8.4;4.9;10.8;8.2;6.9;100;94;78;0.2;8.080;27.8;8.8
518;31/01/2009;10.8;7.9;5.1;10.0;8.3;7.3;99;91;79;1.6;4.517;31.4;12.0
518;01/02/2009;5.8;4.1;2.1;7.3;5.4;4.3;99;88;69;2.2;2.456;33.3;11.2
518;02/02/2009;4.8;3.5;2.2;6.4;5.3;4.6;100;97;86;7.1;2.388;30.3;9.1
518;03/02/2009;7.3;4.2;1.0;8.3;5.7;3.4;94;78;58;0.0;9.374;27.1;7.2
518;04/02/2009;13.1;7.7;3.6;10.7;6.3;3.6;81;66;46;0.2;13.678;45.0;10.2
518;05/02/2009;8.9;6.3;3.5;7.6;5.5;4.3;93;72;53;0.0;6.950;30.6;11.5
518;06/02/2009;5.0;3.0;0.7;6.3;4.6;3.0;99;84;66;4.4;6.001;45.4;11.9
518;07/02/2009;4.8;1.9;-0.2;5.8;3.4;1.7;99;81;64;2.0;9.776;49.1;20.3
